Overtime,Score Difference,Map_Ascent,Map_Bind,Map_Breeze,Map_Haven,Map_Icebox,Map_Lotus,Map_Split,Map_Sunset,Team 1_0,Team 1_1,Team 1_2,Team 1_3,Team 1_4,Team 1_5,Team 2_0,Team 2_1,Team 2_2,Team 2_3,Team 2_4,Team 2_5,Map Name,Team 1,Team 2,pick_team_1,pick_team_2,remaining_map,Recent Form Difference,Win Rate Difference,Team 1 Attack Win Rate,Team 1 Defense Win Rate,Team 2 Attack Win Rate,Team 2 Defense Win Rate,Attack Rounds Played Difference,Defense Rounds Played Difference
0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Ascent,KRÜ Esports,LOUD,0,1,0,9.428571428571427,0.08333333333333337,0.5833333333333334,0.3333333333333333,0.4444444444444444,0.5,-42,-38
0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Icebox,G2 Esports,MIBR,1,0,0,7.714285714285714,0.15656565656565652,0.6341463414634146,0.5689655172413793,0.14285714285714285,0.4166666666666667,34,46
0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bind,G2 Esports,MIBR,0,1,0,7.714285714285714,0.15656565656565652,0.5,0.3333333333333333,0.5625,0.3333333333333333,-22,-24
0,-6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,Lotus,Sentinels,LOUD,1,0,0,6.428571428571429,0.13124999999999998,0.7319587628865979,0.4835164835164835,0.3333333333333333,0.3333333333333333,82,67
0,-5,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,Icebox,Sentinels,LOUD,0,1,0,6.428571428571429,0.13124999999999998,0.5925925925925926,0.4666666666666667,0.5846153846153846,0.4745762711864407,-11,1
0,-11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ascent,Cloud9,FURIA,0,1,0,7.571428571428571,0.35353535353535354,0.3695652173913043,0.5116279069767442,0.2222222222222222,0.5,37,31
0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Lotus,Cloud9,FURIA,1,0,0,7.571428571428571,0.35353535353535354,0.38235294117647056,0.6666666666666666,0.4166666666666667,0.20833333333333334,22,9
0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Bind,Cloud9,FURIA,0,0,1,7.571428571428571,0.35353535353535354,0.5,0.4318181818181818,0.5,0.5,48,44
0,-7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Ascent,NRG Esports,Evil Geniuses,1,0,0,4.5,0.33333333333333326,0.5277777777777778,0.6333333333333333,0.5,0.75,28,18
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Lotus,NRG Esports,Evil Geniuses,0,1,0,4.5,0.33333333333333326,0.5,0.5,0.5476190476190477,0.30952380952380953,-42,-42
0,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Sunset,NRG Esports,Evil Geniuses,0,0,1,4.5,0.33333333333333326,0.5,0.625,0.5227272727272727,0.35714285714285715,0,-10
0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,Sunset,KRÜ Esports,100 Thieves,0,1,0,3.666666666666667,0.1428571428571429,0.5757575757575758,0.3548387096774194,0.5,0.5,33,31
0,-2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Breeze,KRÜ Esports,100 Thieves,1,0,0,3.666666666666667,0.1428571428571429,0.6111111111111112,0.625,0.5,0.5,18,24
0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,Split,KRÜ Esports,100 Thieves,0,0,1,3.666666666666667,0.1428571428571429,0.6190476190476191,0.38095238095238093,0.4482758620689655,0.5625,-8,-27
0,8,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,Split,Sentinels,FURIA,1,0,0,6.142857142857143,0.4340659340659341,0.4789915966386555,0.6818181818181818,0.4666666666666667,0.18181818181818182,104,110
0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,Icebox,Sentinels,FURIA,0,1,0,6.142857142857143,0.4340659340659341,0.5555555555555556,0.4583333333333333,0.4583333333333333,0.3125,39,56
0,-5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Split,NRG Esports,100 Thieves,1,0,0,-3.428571428571428,0.19999999999999996,0.5,0.6470588235294118,0.39473684210526316,0.55,-2,-43
0,-6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Bind,NRG Esports,100 Thieves,0,1,0,-3.428571428571428,0.19999999999999996,0.08333333333333333,0.6,0.5952380952380952,0.5609756097560976,-30,-36
0,-9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,Ascent,KRÜ Esports,LEVIATÁN,1,0,0,0.4285714285714288,0.06811145510835914,0.6190476190476191,0.4583333333333333,0.55,0.3333333333333333,1,0
1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,Breeze,KRÜ Esports,LEVIATÁN,0,1,0,0.4285714285714288,0.06811145510835914,0.5,0.6111111111111112,0.631578947368421,0.7368421052631579,11,17
0,-3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,Lotus,KRÜ Esports,LEVIATÁN,0,0,1,0.4285714285714288,0.06811145510835914,0.8333333333333334,0.42857142857142855,0.6666666666666666,0.4090909090909091,0,-8
1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Icebox,Cloud9,MIBR,1,0,0,7.583333333333333,0.12619047619047613,0.65,0.4117647058823529,0.3157894736842105,0.4090909090909091,1,-5
0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Sunset,Cloud9,MIBR,0,1,0,7.583333333333333,0.12619047619047613,0.59375,0.4827586206896552,0.4583333333333333,0.5263157894736842,8,10
0,-2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Bind,G2 Esports,LOUD,1,0,0,5.428571428571429,0.08333333333333337,0.7272727272727273,0.375,0.6388888888888888,0.42424242424242425,-14,-17
0,-9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Icebox,G2 Esports,LOUD,0,1,0,5.428571428571429,0.08333333333333337,0.6274509803921569,0.5714285714285714,0.5844155844155844,0.5,-26,2
0,-7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Lotus,Cloud9,G2 Esports,1,0,0,0.0,-0.01672240802675584,0.4473684210526316,0.6888888888888889,0.6451612903225806,0.5357142857142857,7,17
1,-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Ascent,Cloud9,G2 Esports,0,1,0,0.0,-0.01672240802675584,0.3877551020408163,0.4,0.6666666666666666,0.4166666666666667,37,43
0,7,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,Bind,100 Thieves,LOUD,1,0,0,0.1428571428571428,0.0016339869281045694,0.6,0.5849056603773585,0.625,0.4444444444444444,2,8
0,9,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,Icebox,100 Thieves,LOUD,0,1,0,0.1428571428571428,0.0016339869281045694,0.5,0.391304347826087,0.5975609756097561,0.5375,-58,-57
0,-8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Icebox,KRÜ Esports,G2 Esports,1,0,0,-0.875,0.02857142857142858,0.6176470588235294,0.5161290322580645,0.5555555555555556,0.5466666666666666,-29,-44
0,-5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Ascent,KRÜ Esports,G2 Esports,0,1,0,-0.875,0.02857142857142858,0.48484848484848486,0.41379310344827586,0.625,0.4166666666666667,9,5
0,-10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Bind,LEVIATÁN,100 Thieves,0,1,0,1.678571428571428,0.011961722488038284,0.5384615384615384,0.5869565217391305,0.6140350877192983,0.6,-18,-19
1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Sunset,LEVIATÁN,100 Thieves,1,0,0,1.678571428571428,0.011961722488038284,0.5294117647058824,0.55,0.25,0.4166666666666667,9,8
0,-3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Icebox,LEVIATÁN,100 Thieves,0,0,1,1.678571428571428,0.011961722488038284,0.5833333333333334,0.4634146341463415,0.5172413793103449,0.5428571428571428,19,6
0,-8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Ascent,G2 Esports,100 Thieves,1,0,0,-3.595238095238096,0.009090909090909038,0.5833333333333334,0.5151515151515151,0.2857142857142857,0.9166666666666666,29,21
0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Bind,G2 Esports,100 Thieves,0,1,0,-3.595238095238096,0.009090909090909038,0.6470588235294118,0.39285714285714285,0.639344262295082,0.6233766233766234,-27,-49
0,-2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Split,G2 Esports,100 Thieves,0,0,1,-3.595238095238096,0.009090909090909038,0.4888888888888889,0.5581395348837209,0.48936170212765956,0.5277777777777778,-2,-29
0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,Lotus,KRÜ Esports,LEVIATÁN,0,1,0,-2.3055555555555554,-0.014545454545454639,0.7222222222222222,0.4,0.6571428571428571,0.4411764705882353,1,-9
0,-2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,Icebox,KRÜ Esports,LEVIATÁN,1,0,0,-2.3055555555555554,-0.014545454545454639,0.5434782608695652,0.4594594594594595,0.5666666666666667,0.4423076923076923,-14,-15
0,-5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,Sunset,KRÜ Esports,LEVIATÁN,0,0,1,-2.3055555555555554,-0.014545454545454639,0.5777777777777777,0.4358974358974359,0.5862068965517241,0.46875,16,7
1,-2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Bind,G2 Esports,LEVIATÁN,1,0,0,2.5396825396825395,0.0043290043290044045,0.6744186046511628,0.425,0.47058823529411764,0.54,-8,-10
0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Breeze,G2 Esports,LEVIATÁN,0,1,0,2.5396825396825395,0.0043290043290044045,0.42857142857142855,0.4827586206896552,0.5161290322580645,0.7096774193548387,4,-2
1,-2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Icebox,G2 Esports,LEVIATÁN,1,0,0,2.5396825396825395,0.0043290043290044045,0.5797101449275363,0.5632183908045977,0.5416666666666666,0.484375,-3,23
0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Lotus,G2 Esports,LEVIATÁN,0,1,0,2.5396825396825395,0.0043290043290044045,0.627906976744186,0.6,0.5714285714285714,0.43478260869565216,1,-11
0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Ascent,G2 Esports,LEVIATÁN,0,0,1,2.5396825396825395,0.0043290043290044045,0.5416666666666666,0.4358974358974359,0.6,0.4722222222222222,23,3
0,4,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,Bind,100 Thieves,G2 Esports,1,0,0,2.5,0.021052631578947323,0.6164383561643836,0.5813953488372093,0.6363636363636364,0.4423076923076923,18,34
0,6,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,Breeze,100 Thieves,G2 Esports,0,1,0,2.5,0.021052631578947323,0.4166666666666667,0.6666666666666666,0.4418604651162791,0.5609756097560976,-31,-29
0,5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,Sunset,100 Thieves,G2 Esports,1,0,0,2.5,0.021052631578947323,0.5,0.375,0.52,0.48333333333333334,-30,-36
0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,Breeze,G2 Esports,T1,0,1,0,2.568181818181818,0.09908536585365857,0.45454545454545453,0.4897959183673469,0.6470588235294118,0.5,21,17
0,-12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,Icebox,G2 Esports,T1,1,0,0,2.568181818181818,0.09908536585365857,0.5679012345679012,0.5555555555555556,0.3333333333333333,0.5833333333333334,69,87
1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,Lotus,G2 Esports,T1,0,0,1,2.568181818181818,0.09908536585365857,0.6363636363636364,0.5652173913043478,0.5494505494505495,0.5192307692307693,-36,-58
0,6,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,Sunset,FunPlus Phoenix,FUT Esports,0,1,0,1.25,0.09285714285714286,0.625,0.42424242424242425,0.37777777777777777,0.625,3,-7
1,-2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,Lotus,FunPlus Phoenix,FUT Esports,1,0,0,1.25,0.09285714285714286,0.7051282051282052,0.5609756097560976,0.5666666666666667,0.42857142857142855,18,26
0,3,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,Icebox,FunPlus Phoenix,FUT Esports,0,0,1,1.25,0.09285714285714286,0.6515151515151515,0.4166666666666667,0.6363636363636364,0.47368421052631576,0,3
0,-6,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,Icebox,Gen.G,LEVIATÁN,0,1,0,3.090909090909091,0.08531468531468533,0.4700854700854701,0.5272727272727272,0.5357142857142857,0.4868421052631579,33,34
0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,Lotus,Gen.G,LEVIATÁN,1,0,0,3.090909090909091,0.08531468531468533,0.6134453781512605,0.5441176470588235,0.5660377358490566,0.41379310344827586,66,78
0,6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,Breeze,Gen.G,LEVIATÁN,0,0,1,3.090909090909091,0.08531468531468533,0.6024096385542169,0.4787234042553192,0.4418604651162791,0.6666666666666666,40,55
0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,Icebox,Team Heretics,Dragon Ranger Gaming,0,1,0,2.7777777777777777,0.11538461538461542,0.5217391304347826,0.4594594594594595,0.5555555555555556,0.5192307692307693,-8,-15
0,8,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,Sunset,Team Heretics,Dragon Ranger Gaming,1,0,0,2.7777777777777777,0.11538461538461542,0.5301204819277109,0.6162790697674418,0.5217391304347826,0.36666666666666664,37,26
1,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,Lotus,FunPlus Phoenix,Gen.G,0,1,0,-1.1111111111111112,-0.0007739938080495445,0.7,0.5319148936170213,0.632,0.5472972972972973,-35,-54
0,-6,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,Sunset,FunPlus Phoenix,Gen.G,1,0,0,-1.1111111111111112,-0.0007739938080495445,0.65,0.43902439024390244,0.5185185185185185,0.5,6,-13
0,-2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,Ascent,FunPlus Phoenix,Gen.G,0,0,1,-1.1111111111111112,-0.0007739938080495445,0.6590909090909091,0.5833333333333334,0.5686274509803921,0.6132075471698113,-58,-46
0,-4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Lotus,G2 Esports,Team Heretics,0,1,0,-3.070707070707071,-0.08869179600886923,0.5671641791044776,0.603448275862069,0.6283185840707964,0.3700787401574803,-46,-69
0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Bind,G2 Esports,Team Heretics,1,0,0,-3.070707070707071,-0.08869179600886923,0.5538461538461539,0.484375,0.6111111111111112,0.4915254237288136,11,5
0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,Split,G2 Esports,Team Heretics,0,0,1,-3.070707070707071,-0.08869179600886923,0.43859649122807015,0.5818181818181818,0.3770491803278688,0.5,-4,-23
0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,Breeze,LEVIATÁN,T1,0,1,0,2.3863636363636367,0.0992063492063493,0.43137254901960786,0.5882352941176471,0.5869565217391305,0.4634146341463415,5,10
0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,Sunset,LEVIATÁN,T1,1,0,0,2.3863636363636367,0.0992063492063493,0.6578947368421053,0.45454545454545453,0.4117647058823529,0.5645161290322581,-30,-18
0,-3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,Bind,Dragon Ranger Gaming,FUT Esports,0,1,0,-1.9999999999999998,-0.04390681003584229,0.4666666666666667,0.5571428571428572,0.543859649122807,0.4583333333333333,3,22
1,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,Ascent,Dragon Ranger Gaming,FUT Esports,1,0,0,-1.9999999999999998,-0.04390681003584229,0.5,0.6181818181818182,0.6666666666666666,0.625,24,47
0,-9,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,Sunset,FunPlus Phoenix,Team Heretics,0,1,0,-0.09999999999999998,-0.0038802660753880502,0.5882352941176471,0.4528301886792453,0.5368421052631579,0.6413043478260869,-27,-39
0,7,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,Lotus,FunPlus Phoenix,Team Heretics,1,0,0,-0.09999999999999998,-0.0038802660753880502,0.7156862745098039,0.49056603773584906,0.6178861788617886,0.39568345323741005,-21,-33
1,-2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,Icebox,FunPlus Phoenix,Team Heretics,0,0,1,-0.09999999999999998,-0.0038802660753880502,0.6753246753246753,0.4027777777777778,0.5576923076923077,0.5102040816326531,25,23
0,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,Sunset,FUT Esports,LEVIATÁN,0,1,0,-0.7222222222222223,-0.0071770334928230595,0.39622641509433965,0.5384615384615384,0.6086956521739131,0.5357142857142857,7,-4
0,-2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,Lotus,FUT Esports,LEVIATÁN,1,0,0,-0.7222222222222223,-0.0071770334928230595,0.5833333333333334,0.4117647058823529,0.5384615384615384,0.375,7,4
0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,Bind,FUT Esports,LEVIATÁN,0,0,1,-0.7222222222222223,-0.0071770334928230595,0.5652173913043478,0.4576271186440678,0.47619047619047616,0.532258064516129,6,-3
0,11,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,Icebox,100 Thieves,FUT Esports,0,1,0,2.1944444444444446,0.08730158730158732,0.55,0.5319148936170213,0.6410256410256411,0.4264705882352941,-38,-21
0,8,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,Bind,100 Thieves,FUT Esports,1,0,0,2.1944444444444446,0.08730158730158732,0.5764705882352941,0.6145833333333334,0.5555555555555556,0.4788732394366197,4,25
0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,Lotus,FNATIC,Gen.G,0,1,0,-0.2727272727272727,-0.07497928748964378,0.575,0.5368421052631579,0.6496350364963503,0.51875,-57,-65
0,-3,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,Bind,FNATIC,Gen.G,1,0,0,-0.2727272727272727,-0.07497928748964378,0.6461538461538462,0.43103448275862066,0.5,0.5119047619047619,-23,-26
0,-2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,Breeze,FNATIC,Gen.G,0,0,1,-0.2727272727272727,-0.07497928748964378,0.5633802816901409,0.4788732394366197,0.6105263157894737,0.49019607843137253,-24,-31
0,6,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,Split,Paper Rex,G2 Esports,0,1,0,4.533333333333333,0.04680851063829783,0.5333333333333333,0.6029411764705882,0.4927536231884058,0.5625,6,4
0,-3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,Lotus,Paper Rex,G2 Esports,1,0,0,4.533333333333333,0.04680851063829783,0.5652173913043478,0.4824561403508772,0.5316455696202531,0.5882352941176471,59,46
0,-8,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,Bind,Paper Rex,G2 Esports,0,0,1,4.533333333333333,0.04680851063829783,0.5172413793103449,0.4897959183673469,0.5844155844155844,0.49295774647887325,10,27
0,-7,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,Sunset,EDward Gaming,Team Heretics,0,1,0,-0.7,0.057397328055418084,0.64,0.4,0.5700934579439252,0.6391752577319587,-32,-32
0,-10,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,Split,EDward Gaming,Team Heretics,1,0,0,-0.7,0.057397328055418084,0.5,0.6461538461538462,0.4,0.4666666666666667,-14,-25
0,-8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,Split,FUT Esports,FNATIC,1,0,0,-1.7023809523809526,-0.01422475106685639,0.5882352941176471,0.6111111111111112,0.49122807017543857,0.5434782608695652,-6,8
0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,Lotus,FUT Esports,FNATIC,0,1,0,-1.7023809523809526,-0.01422475106685639,0.5714285714285714,0.4125,0.5494505494505495,0.5607476635514018,-7,-27
0,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,Ascent,FUT Esports,FNATIC,0,0,1,-1.7023809523809526,-0.01422475106685639,0.5416666666666666,0.6,0.5185185185185185,0.5555555555555556,-3,-16
0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,Bind,Paper Rex,EDward Gaming,0,1,0,2.0,-0.059538784067086015,0.5161290322580645,0.45454545454545453,0.5274725274725275,0.6024096385542169,2,27
0,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,Sunset,Paper Rex,EDward Gaming,1,0,0,2.0,-0.059538784067086015,0.52,0.6237623762376238,0.5977011494252874,0.3888888888888889,13,29
0,-3,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,Icebox,100 Thieves,Gen.G,1,0,0,3.0972222222222223,0.03153153153153154,0.5581395348837209,0.6101694915254238,0.456,0.5163934426229508,-82,-63
0,-3,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,Ascent,100 Thieves,Gen.G,0,1,0,3.0972222222222223,0.03153153153153154,0.6153846153846154,0.75,0.5526315789473685,0.6186440677966102,-101,-94
0,-6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Icebox,G2 Esports,Team Heretics,0,1,0,-0.7361111111111112,-0.07265306122448978,0.5542168674698795,0.5045045045045045,0.609375,0.4426229508196721,19,50
0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Ascent,G2 Esports,Team Heretics,1,0,0,-0.7361111111111112,-0.07265306122448978,0.5166666666666667,0.49019607843137253,0.5,0.5,60,51
0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Lotus,G2 Esports,Team Heretics,0,0,1,-0.7361111111111112,-0.07265306122448978,0.5274725274725275,0.5949367088607594,0.6,0.39072847682119205,-39,-72
0,8,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,Breeze,100 Thieves,Paper Rex,1,0,0,3.3,0.025000000000000022,0.6,0.5833333333333334,0.5,0.36363636363636365,8,13
0,-3,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,Sunset,100 Thieves,Paper Rex,0,1,0,3.3,0.025000000000000022,0.5172413793103449,0.4722222222222222,0.5327102803738317,0.6283185840707964,-78,-77
1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,Icebox,100 Thieves,Paper Rex,0,0,1,3.3,0.025000000000000022,0.4909090909090909,0.6142857142857143,0.4583333333333333,0.6190476190476191,7,28
0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,Bind,Team Heretics,FUT Esports,0,1,0,2.0,0.07879924953095685,0.5901639344262295,0.4507042253521127,0.5268817204301075,0.45454545454545453,-32,-6
0,9,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,Sunset,Team Heretics,FUT Esports,1,0,0,2.0,0.07879924953095685,0.5789473684210527,0.6422018348623854,0.49230769230769234,0.5555555555555556,49,55
0,-5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,Lotus,G2 Esports,Gen.G,1,0,0,0.25,-0.07869910625620657,0.5520833333333334,0.6043956043956044,0.6174496644295302,0.5263157894736842,-53,-80
0,-3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,Ascent,G2 Esports,Gen.G,0,1,0,0.25,-0.07869910625620657,0.4583333333333333,0.5714285714285714,0.5476190476190477,0.6201550387596899,-54,-66
1,-2,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,Bind,100 Thieves,Team Heretics,1,0,0,-1.0,-0.0010582010582010914,0.5934065934065934,0.6203703703703703,0.6231884057971014,0.4578313253012048,22,25
0,-12,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,Sunset,100 Thieves,Team Heretics,0,1,0,-1.0,-0.0010582010582010914,0.525,0.4375,0.5882352941176471,0.6528925619834711,-79,-73
0,-11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Bind,G2 Esports,Team Heretics,1,0,0,-3.1785714285714284,-0.09740259740259749,0.6179775280898876,0.4935064935064935,0.6296296296296297,0.4421052631578947,8,-18
0,-7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Icebox,G2 Esports,Team Heretics,0,1,0,-3.1785714285714284,-0.09740259740259749,0.5052631578947369,0.5126050420168067,0.5833333333333334,0.5068493150684932,23,46
0,-5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Lotus,G2 Esports,Team Heretics,1,0,0,-3.1785714285714284,-0.09740259740259749,0.5370370370370371,0.58,0.5774647887323944,0.3782051282051282,-34,-56
0,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Breeze,Gen.G,Team Heretics,1,0,0,-5.142857142857143,-0.007170795306388533,0.616822429906542,0.4824561403508772,0.6097560975609756,0.5,66,78
0,-4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Icebox,Gen.G,Team Heretics,0,1,0,-5.142857142857143,-0.007170795306388533,0.4485294117647059,0.5373134328358209,0.5949367088607594,0.5294117647058824,57,49
0,-4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Ascent,Gen.G,Team Heretics,1,0,0,-5.142857142857143,-0.007170795306388533,0.5579710144927537,0.6071428571428571,0.08333333333333333,0.8333333333333334,126,128
