Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: EMEA Stage 2,BBL Esports,FNATIC,2024-06-19 12:00:00,Bo3,BBL ban Breeze; FNC ban Sunset; BBL pick Ascent; FNC pick Bind; BBL ban Icebox; FNC ban Split; Lotus remains,"['Ascent: 9-13', ' Bind: 13-11', ' Lotus: 11-13']","['6', '5', '3']","['3', '8', '8']","[None, None, None]","['6', '7', '9']","['7', '4', '4']","[None, None, None]","[3935, 3160, 3212]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,Natus Vincere,2024-06-19 15:30:00,Bo3,TH ban Breeze; NAVI ban Lotus; TH pick Sunset; NAVI pick Bind; TH ban Split; NAVI ban Icebox; Ascent remains,"['Sunset: 13-3', ' Bind: 13-5']","['2', '9']","['11', '4']","[None, None]","['2', '3']","['1', '2']","[None, None]","[2632, 2239]"
Champions Tour 2024: EMEA Stage 2,GIANTX,Gentle Mates,2024-06-20 12:00:00,Bo3,M8 ban Bind; GX ban Icebox; M8 pick Split; GX pick Sunset; M8 ban Lotus; GX ban Ascent; Breeze remains,"['Split: 1-13', ' Sunset: 13-11', ' Breeze: 13-11']","['0', '6', '5']","['1', '7', '8']","[None, None, None]","['2', '6', '7']","['11', '5', '4']","[None, None, None]","[2877, 3046, 3294]"
Champions Tour 2024: EMEA Stage 2,Team Vitality,Team Liquid,2024-06-20 15:10:00,Bo3,TL ban Breeze; VIT ban Split; TL pick Lotus; VIT pick Icebox; TL ban Sunset; VIT ban Bind; Ascent remains,"['Lotus: 13-10', ' Icebox: 17-15']","['8', '10']","['5', '2']","[None, '5']","['4', '2']","['6', '10']","[None, '3']","[3721, 4579]"
Champions Tour 2024: EMEA Stage 2,BBL Esports,Karmine Corp,2024-06-21 12:00:00,Bo3,KC ban Ascent; BBL ban Breeze; KC pick Lotus; BBL pick Sunset; KC ban Icebox; BBL ban Bind; Split remains,"['Lotus: 6-13', ' Sunset: 5-13']","['0', '3']","['6', '2']","[None, None]","['7', '3']","['6', '10']","[None, None]","[3388, 2054]"
Champions Tour 2024: EMEA Stage 2,Natus Vincere,FUT Esports,2024-06-21 13:50:00,Bo3,NAVI ban Sunset; FUT ban Breeze; NAVI pick Ascent; FUT pick Lotus; NAVI ban Bind; FUT ban Split; Icebox remains,"['Ascent: 11-13', ' Lotus: 5-13']","['7', '5']","['4', '0']","[None, None]","['5', '7']","['8', '6']","[None, None]","[3570, 2770]"
Champions Tour 2024: EMEA Stage 2,KOI,GIANTX,2024-06-25 14:00:00,Bo3,GX ban Split; KOI ban Bind; GX pick Sunset; KOI pick Icebox; GX ban Haven; KOI ban Ascent; Lotus remains,"['Sunset: 13-5', ' Icebox: 14-12']","['7', '8']","['6', '4']","[None, '2']","['5', '4']","['0', '8']","[None, '0']","[3615, 3958]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,FUT Esports,2024-06-26 12:00:00,Bo3,TH ban Ascent; FUT ban Icebox; TH pick Sunset; FUT pick Split; TH ban Lotus; FUT ban Haven; Bind remains,"['Sunset: 13-10', ' Split: 13-6']","['7', '4']","['6', '9']","[None, None]","['4', '3']","['6', '3']","[None, None]","[4275, 2415]"
Champions Tour 2024: EMEA Stage 2,FNATIC,Team Vitality,2024-06-26 14:15:00,Bo3,FNC ban Sunset; VIT ban Split; FNC pick Haven; VIT pick Icebox; FNC ban Ascent; VIT ban Bind; Lotus remains,"['Haven: 13-6', ' Icebox: 6-13', ' Lotus: 13-7']","['9', '3', '8']","['4', '3', '5']","[None, None, None]","['3', '9', '4']","['3', '4', '3']","[None, None, None]","[3199, 2830, 2616]"
Champions Tour 2024: EMEA Stage 2,BBL Esports,Team Liquid,2024-06-27 12:00:00,Bo3,TL ban Split; BBL ban Icebox; TL pick Lotus; BBL pick Ascent; TL ban Bind; BBL ban Haven; Sunset remains,"['Lotus: 13-6', ' Ascent: 13-5']","['6', '7']","['7', '6']","[None, None]","['1', '5']","['5', '0']","[None, None]","[3365, 2415]"
Champions Tour 2024: EMEA Stage 2,Natus Vincere,GIANTX,2024-06-27 14:00:00,Bo3,GX ban Split; NAVI ban Sunset; GX pick Lotus; NAVI pick Ascent; GX ban Icebox; NAVI ban Bind; Haven remains,"['Lotus: 9-13', ' Ascent: 8-13']","['4', '3']","['5', '5']","[None, None]","['8', '6']","['5', '7']","[None, None]","[3098, 2700]"
Champions Tour 2024: EMEA Stage 2,KOI,Gentle Mates,2024-06-28 12:00:00,Bo3,KOI ban Ascent; M8 ban Bind; KOI pick Sunset; M8 pick Split; KOI ban Haven; M8 ban Icebox; Lotus remains,"['Sunset: 11-13', ' Split: 11-13']","['7', '6']","['4', '5']","[None, None]","['5', '6']","['8', '7']","[None, None]","[4345, 3285]"
Champions Tour 2024: EMEA Stage 2,FNATIC,Karmine Corp,2024-06-28 14:30:00,Bo3,FNC ban Sunset; KC ban Ascent; FNC pick Haven; KC pick Lotus; FNC ban Split; KC ban Icebox; Bind remains,"['Haven: 13-3', ' Lotus: 13-8']","['4', '8']","['9', '5']","[None, None]","['0', '4']","['3', '4']","[None, None]","[2418, 3032]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,GIANTX,2024-07-03 12:00:00,Bo3,TH ban Ascent; GX ban Sunset; TH pick Bind; GX pick Split; TH ban Lotus; GX ban Icebox; Haven remains,"['Bind: 13-9', ' Split: 13-15', ' Haven: 13-9']","['7', '8', '9']","['6', '4', '4']","[None, '1', None]","['3', '4', '1']","['6', '8', '8']","[None, '3', None]","[3937, 3778, 3088]"
Champions Tour 2024: EMEA Stage 2,FUT Esports,Gentle Mates,2024-07-03 15:25:00,Bo3,FUT ban Icebox; M8 ban Bind; FUT pick Sunset; M8 pick Split; FUT ban Haven; M8 ban Ascent; Lotus remains,"['Sunset: 13-8', ' Split: 13-4']","['8', '3']","['5', '10']","[None, None]","['4', '2']","['4', '2']","[None, None]","[3271, 2242]"
Champions Tour 2024: EMEA Stage 2,KOI,Natus Vincere,2024-07-04 12:00:00,Bo3,NAVI ban Lotus; KOI ban Ascent; NAVI pick Split; KOI pick Icebox; NAVI ban Bind; KOI ban Haven; Sunset remains,"['Split: 13-10', ' Icebox: 13-6']","['9', '7']","['4', '6']","[None, None]","['3', '5']","['7', '1']","[None, None]","[4295, 2230]"
Champions Tour 2024: EMEA Stage 2,Team Liquid,Karmine Corp,2024-07-04 14:05:00,Bo3,KC ban Ascent; TL ban Split; KC pick Bind; TL pick Sunset; KC ban Icebox; TL ban Lotus; Haven remains,"['Bind: 13-11', ' Sunset: 13-2']","['6', '10']","['7', '3']","[None, None]","['6', '2']","['5', '0']","[None, None]","[3884, 1862]"
Champions Tour 2024: EMEA Stage 2,BBL Esports,Team Vitality,2024-07-05 12:00:00,Bo3,BBL ban Icebox; VIT ban Split; BBL pick Ascent; VIT pick Sunset; BBL ban Haven; VIT ban Bind; Lotus remains,"['Ascent: 7-13', ' Sunset: 13-6', ' Lotus: 11-13']","['5', '3', '2']","['2', '10', '9']","[None, None, None]","['7', '4', '10']","['6', '2', '3']","[None, None, None]","[3923, 2482, 2780]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,Gentle Mates,2024-07-05 15:00:00,Bo3,TH ban Split; M8 ban Bind; TH pick Sunset; M8 pick Icebox; TH ban Ascent; M8 ban Haven; Lotus remains,"['Sunset: 13-7', ' Icebox: 10-13', ' Lotus: 13-5']","['8', '2', '4']","['5', '8', '9']","[None, None, None]","['4', '9', '2']","['3', '4', '3']","[None, None, None]","[3172, 3206, 2449]"
Champions Tour 2024: EMEA Stage 2,FUT Esports,GIANTX,2024-07-09 14:00:00,Bo3,GX ban Ascent; FUT ban Haven; GX pick Split; FUT pick Lotus; GX ban Bind; FUT ban Sunset; Icebox remains,"['Split: 13-4', ' Lotus: 13-6']","['2', '7']","['11', '6']","[None, None]","['3', '5']","['1', '1']","[None, None]","[3155, 2598]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,KOI,2024-07-10 12:00:00,Bo3,KOI ban Sunset; TH ban Split; KOI pick Icebox; TH pick Bind; KOI ban Lotus; TH ban Ascent; Haven remains,"['Icebox: 11-13', ' Bind: 13-9', ' Haven: 13-10']","['6', '7', '8']","['5', '6', '5']","[None, None, None]","['6', '3', '3']","['7', '6', '7']","[None, None, None]","[4375, 2843, 3088]"
Champions Tour 2024: EMEA Stage 2,FNATIC,Team Liquid,2024-07-10 15:20:00,Bo3,TL ban Lotus; FNC ban Sunset; TL pick Icebox; FNC pick Haven; TL ban Split; FNC ban Bind; Ascent remains,"['Icebox: 13-2', ' Haven: 13-9']","['3', '6']","['10', '7']","[None, None]","['0', '4']","['2', '5']","[None, None]","[2409, 2868]"
Champions Tour 2024: EMEA Stage 2,Natus Vincere,Gentle Mates,2024-07-11 12:00:00,Bo3,M8 ban Bind; NAVI ban Lotus; M8 pick Sunset; NAVI pick Ascent; M8 ban Haven; NAVI ban Icebox; Split remains,"['Sunset: 13-7', ' Ascent: 8-13', ' Split: 13-11']","['8', '6', '6']","['5', '2', '7']","[None, None, None]","['0', '6', '6']","['7', '7', '5']","[None, None, None]","[3108, 2835, 3137]"
Champions Tour 2024: EMEA Stage 2,Team Vitality,Karmine Corp,2024-07-11 15:10:00,Bo3,VIT ban Split; KC ban Ascent; VIT pick Icebox; KC pick Lotus; VIT ban Haven; KC ban Bind; Sunset remains,"['Icebox: 13-4', ' Lotus: 9-13', ' Sunset: 14-12']","['4', '6', '5']","['9', '3', '7']","[None, None, '2']","['1', '6', '7']","['3', '7', '5']","[None, None, '0']","[2484, 2807, 3411]"
Champions Tour 2024: EMEA Stage 2,Team Vitality,Natus Vincere,2024-07-15 12:00:00,Bo3,NAVI ban Icebox; VIT ban Abyss; NAVI pick Haven; VIT pick Sunset; NAVI ban Lotus; VIT ban Bind; Ascent remains,"['Haven: 8-13', ' Sunset: 13-5', ' Ascent: 13-7']","['6', '10', '5']","['2', '3', '8']","[None, None, None]","['6', '2', '7']","['7', '3', '0']","[None, None, None]","[3569, 2255, 2693]"
Champions Tour 2024: EMEA Stage 2,FNATIC,Karmine Corp,2024-07-15 14:50:00,Bo3,FNC ban Abyss; KC ban Haven; FNC pick Icebox; KC pick Sunset; FNC ban Bind; KC ban Ascent; Lotus remains,"['Icebox: 7-13', ' Sunset: 15-13', ' Lotus: 13-6']","['5', '6', '8']","['2', '6', '5']","[None, '3', None]","['7', '6', '4']","['6', '6', '2']","[None, '1', None]","[3337, 3830, 2416]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,Team Vitality,2024-07-16 12:00:00,Bo3,VIT ban Abyss; TH ban Ascent; VIT pick Icebox; TH pick Sunset; VIT ban Haven; TH ban Lotus; Bind remains,"['Icebox: 14-12', ' Sunset: 10-13', ' Bind: 12-14']","['3', '5', '7']","['9', '5', '5']","['2', None, '0']","['9', '7', '5']","['3', '6', '7']","['0', None, '2']","[4599, 3134, 3487]"
Champions Tour 2024: EMEA Stage 2,FUT Esports,FNATIC,2024-07-16 15:45:00,Bo3,FUT ban Icebox; FNC ban Abyss; FUT pick Sunset; FNC pick Haven; FUT ban Bind; FNC ban Ascent; Lotus remains,"['Sunset: 13-15', ' Haven: 5-13']","['7', '1']","['5', '4']","['1', None]","['5', '5']","['7', '8']","['3', None]","[4288, 2290]"
Champions Tour 2024: EMEA Stage 2,Team Vitality,FNATIC,2024-07-17 12:00:00,Bo3,FNC ban Icebox; VIT ban Haven; FNC pick Lotus; VIT pick Sunset; FNC ban Bind; VIT ban Abyss; Ascent remains,"['Lotus: 11-13', ' Sunset: 6-13']","['7', '3']","['4', '3']","[None, None]","['5', '9']","['8', '4']","[None, None]","[4495, 2524]"
Champions Tour 2024: EMEA Stage 2,Team Heretics,FUT Esports,2024-07-17 14:15:00,Bo3,FUT ban Haven; TH ban Ascent; FUT pick Abyss; TH pick Sunset; FUT ban Icebox; TH ban Lotus; Bind remains,"['Abyss: 13-10', ' Sunset: 13-11']","['6', '8']","['7', '5']","[None, None]","['6', '4']","['4', '7']","[None, None]","[3649, 3396]"
Champions Tour 2024: EMEA Stage 2,Team Vitality,Team Heretics,2024-07-19 12:00:00,Bo5,VIT ban Abyss; TH ban Ascent; VIT pick Icebox; TH pick Sunset; VIT pick Lotus; TH pick Haven; Bind remains,"['Icebox: 6-13', ' Sunset: 13-4', ' Lotus: 13-3', ' Haven: 13-9']","['3', '5', '4', '8']","['3', '8', '9', '5']","[None, None, None, None]","['9', '0', '0', '4']","['4', '4', '3', '5']","[None, None, None, None]","[3535, 2209, 1929, 2729]"
Champions Tour 2024: EMEA Stage 2,FNATIC,Team Vitality,2024-07-20 12:00:00,Bo5,FNC ban Icebox; FNC ban Sunset; FNC pick Haven; VIT pick Ascent; FNC pick Lotus; VIT pick Bind; Abyss remains,"['Haven: 13-8', ' Ascent: 9-13', ' Lotus: 13-9', ' Bind: 13-3']","['4', '5', '5', '3']","['9', '4', '8', '10']","[None, None, None, None]","['5', '5', '5', '1']","['3', '8', '4', '2']","[None, None, None, None]","[3825, 2904, 2874, 2027]"
Champions Tour 2024: Masters Shanghai,G2 Esports,T1,2024-05-23 04:00:00,Bo3,T1 ban Split; G2 ban Sunset; T1 pick Breeze; G2 pick Icebox; T1 ban Bind; G2 ban Ascent; Lotus remains,"['Breeze: 13-8', ' Icebox: 1-13', ' Lotus: 14-12']","['6', '0', '3']","['7', '1', '9']","[None, None, '2']","['3', '2', '9']","['5', '11', '3']","[None, None, '0']","[None, None, None]"
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,FUT Esports,2024-05-23 07:10:00,Bo3,FUT ban Breeze; FPX ban Split; FUT pick Sunset; FPX pick Lotus; FUT ban Ascent; FPX ban Bind; Icebox remains,"['Sunset: 13-7', ' Lotus: 12-14', ' Icebox: 13-10']","['9', '8', '9']","['4', '4', '4']","[None, '0', None]","['3', '4', '2']","['4', '8', '8']","[None, '2', None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,Gen.G,LEVIATÁN,2024-05-24 04:00:00,Bo3,LEV ban Ascent; GEN ban Sunset; LEV pick Icebox; GEN pick Lotus; LEV ban Split; GEN ban Bind; Breeze remains,"['Icebox: 7-13', ' Lotus: 13-5', ' Breeze: 13-7']","['2', '6', '8']","['5', '7', '5']","[None, None, None]","['6', '0', '4']","['7', '5', '3']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,Team Heretics,Dragon Ranger Gaming,2024-05-24 07:00:00,Bo3,DRG ban Lotus; TH ban Ascent; DRG pick Icebox; TH pick Sunset; DRG ban Bind; TH ban Breeze; Split remains,"['Icebox: 13-5', ' Sunset: 13-5']","['5', '7']","['8', '6']","[None, None]","['1', '5']","['4', '0']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Gen.G,2024-05-25 04:00:00,Bo3,GEN ban Icebox; FPX ban Breeze; GEN pick Lotus; FPX pick Sunset; GEN ban Bind; FPX ban Split; Ascent remains,"['Lotus: 16-14', ' Sunset: 7-13', ' Ascent: 11-13']","['10', '1', '4']","['2', '6', '7']","['4', None, None]","['2', '7', '8']","['10', '6', '5']","['2', None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,G2 Esports,Team Heretics,2024-05-25 07:40:00,Bo3,TH ban Ascent; G2 ban Sunset; TH pick Lotus; G2 pick Bind; TH ban Breeze; G2 ban Icebox; Split remains,"['Lotus: 9-13', ' Bind: 13-6', ' Split: 13-8']","['4', '9', '9']","['5', '4', '4']","[None, None, None]","['8', '3', '3']","['5', '3', '5']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,LEVIATÁN,T1,2024-05-26 04:00:00,Bo3,T1 ban Bind; LEV ban Ascent; T1 pick Breeze; LEV pick Sunset; T1 ban Split; LEV ban Lotus; Icebox remains,"['Breeze: 13-9', ' Sunset: 13-7']","['4', '3']","['9', '10']","[None, None]","['6', '5']","['3', '2']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,Dragon Ranger Gaming,FUT Esports,2024-05-26 06:10:00,Bo3,FUT ban Breeze; DRG ban Lotus; FUT pick Bind; DRG pick Ascent; FUT ban Sunset; DRG ban Split; Icebox remains,"['Bind: 10-13', ' Ascent: 12-14']","['6', '5']","['4', '7']","[None, '0']","['5', '7']","['8', '5']","[None, '2']","[None, None]"
Champions Tour 2024: Masters Shanghai,FunPlus Phoenix,Team Heretics,2024-05-27 04:00:00,Bo3,TH ban Ascent; FPX ban Split; TH pick Sunset; FPX pick Lotus; TH ban Breeze; FPX ban Bind; Icebox remains,"['Sunset: 4-13', ' Lotus: 13-6', ' Icebox: 15-17']","['2', '8', '10']","['2', '5', '2']","[None, None, '3']","['3', '4', '2']","['10', '2', '10']","[None, None, '5']","[None, None, None]"
Champions Tour 2024: Masters Shanghai,FUT Esports,LEVIATÁN,2024-05-27 07:35:00,Bo3,LEV ban Split; FUT ban Breeze; LEV pick Sunset; FUT pick Lotus; LEV ban Ascent; FUT ban Icebox; Bind remains,"['Sunset: 13-1', ' Lotus: 11-13', ' Bind: 13-11']","['11', '6', '6']","['2', '5', '7']","[None, None, None]","['1', '6', '6']","['0', '7', '5']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,100 Thieves,FUT Esports,2024-05-30 04:00:00,Bo3,FUT ban Breeze; 100T ban Lotus; FUT pick Icebox; 100T pick Bind; FUT ban Split; 100T ban Sunset; Ascent remains,"['Icebox: 13-2', ' Bind: 13-5']","['2', '5']","['11', '8']","[None, None]","['1', '1']","['1', '4']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,FNATIC,Gen.G,2024-05-30 06:00:00,Bo3,GEN ban Split; FNC ban Sunset; GEN pick Lotus; FNC pick Bind; GEN ban Icebox; FNC ban Ascent; Breeze remains,"['Lotus: 13-10', ' Bind: 10-13', ' Breeze: 11-13']","['4', '6', '7']","['9', '4', '4']","[None, None, None]","['7', '6', '5']","['3', '7', '8']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,Paper Rex,G2 Esports,2024-05-31 04:00:00,Bo3,G2 ban Sunset; PRX ban Breeze; G2 pick Split; PRX pick Lotus; G2 ban Icebox; PRX ban Ascent; Bind remains,"['Split: 13-7', ' Lotus: 10-13', ' Bind: 5-13']","['11', '4', '3']","['2', '6', '2']","[None, None, None]","['1', '7', '3']","['6', '6', '10']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,EDward Gaming,Team Heretics,2024-05-31 07:00:00,Bo3,TH ban Ascent; EDG ban Lotus; TH pick Sunset; EDG pick Split; TH ban Bind; EDG ban Icebox; Breeze remains,"['Sunset: 6-13', ' Split: 3-13']","['4', '2']","['2', '1']","[None, None]","['8', '10']","['5', '3']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,FUT Esports,FNATIC,2024-06-01 04:00:00,Bo3,FUT ban Breeze; FNC ban Sunset; FUT pick Split; FNC pick Lotus; FUT ban Bind; FNC ban Icebox; Ascent remains,"['Split: 5-13', ' Lotus: 13-8', ' Ascent: 13-3']","['5', '9', '4']","['0', '4', '9']","[None, None, None]","['7', '3', '0']","['6', '5', '3']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,Paper Rex,EDward Gaming,2024-06-01 07:00:00,Bo3,EDG ban Lotus; PRX ban Breeze; EDG pick Bind; PRX pick Sunset; EDG ban Ascent; PRX ban Icebox; Split remains,"['Bind: 13-11', ' Sunset: 13-6']","['6', '5']","['7', '8']","[None, None]","['6', '2']","['5', '4']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,100 Thieves,Gen.G,2024-06-02 04:00:00,Bo3,100T ban Lotus; GEN ban Bind; 100T pick Icebox; GEN pick Ascent; 100T ban Sunset; GEN ban Split; Breeze remains,"['Icebox: 10-13', ' Ascent: 10-13']","['3', '4']","['7', '6']","[None, None]","['9', '7']","['4', '6']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,G2 Esports,Team Heretics,2024-06-02 06:15:00,Bo3,TH ban Bind; G2 ban Sunset; TH pick Icebox; G2 pick Ascent; TH ban Split; G2 ban Breeze; Lotus remains,"['Icebox: 7-13', ' Ascent: 13-11', ' Lotus: 13-4']","['2', '2', '5']","['5', '11', '8']","[None, None, None]","['10', '10', '0']","['3', '1', '4']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,100 Thieves,Paper Rex,2024-06-03 04:00:00,Bo3,100T ban Lotus; PRX ban Bind; 100T pick Breeze; PRX pick Sunset; 100T ban Split; PRX ban Ascent; Icebox remains,"['Breeze: 13-5', ' Sunset: 10-13', ' Icebox: 14-12']","['8', '6', '5']","['5', '4', '7']","[None, None, '2']","['4', '5', '7']","['1', '8', '5']","[None, None, '0']","[None, None, None]"
Champions Tour 2024: Masters Shanghai,Team Heretics,FUT Esports,2024-06-03 07:10:00,Bo3,FUT ban Breeze; TH ban Ascent; FUT pick Bind; TH pick Sunset; FUT ban Split; TH ban Lotus; Icebox remains,"['Bind: 13-7', ' Sunset: 13-4']","['7', '4']","['6', '9']","[None, None]","['1', '1']","['6', '3']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,G2 Esports,Gen.G,2024-06-07 03:00:00,Bo3,G2 ban Sunset; GEN ban Bind; G2 pick Lotus; GEN pick Ascent; G2 ban Breeze; GEN ban Split; Icebox remains,"['Lotus: 8-13', ' Ascent: 10-13']","['5', '6']","['3', '4']","[None, None]","['7', '5']","['6', '8']","[None, None]","[None, None]"
Champions Tour 2024: Masters Shanghai,100 Thieves,Team Heretics,2024-06-07 05:25:00,Bo3,100T ban Lotus; TH ban Ascent; 100T pick Bind; TH pick Sunset; 100T ban Split; TH ban Breeze; Icebox remains,"['Bind: 13-15', ' Sunset: 1-13']","['8', '1']","['4', '0']","['1', None]","['4', '11']","['8', '2']","['3', None]","[None, None]"
Champions Tour 2024: Masters Shanghai,G2 Esports,Team Heretics,2024-06-08 03:00:00,Bo5,G2 ban Sunset; TH ban Ascent; G2 pick Bind; TH pick Icebox; G2 pick Lotus; TH pick Split; Breeze remains,"['Bind: 2-13', ' Icebox: 6-13', ' Lotus: 8-13']","['0', '4', '5']","['2', '2', '3']","[None, None, None]","['3', '8', '4']","['10', '5', '9']","[None, None, None]","[None, None, None]"
Champions Tour 2024: Masters Shanghai,Gen.G,Team Heretics,2024-06-09 04:15:00,Bo5,GEN ban Bind; GEN ban Sunset; GEN pick Breeze; TH pick Icebox; GEN pick Ascent; TH pick Lotus; Split remains,"['Breeze: 13-6', ' Icebox: 9-13', ' Ascent: 9-13', ' Lotus: 13-4', ' Split: 13-3']","['3', '2', '6', '4', '9']","['10', '7', '3', '9', '4']","[None, None, None, None, None]","['4', '8', '6', '1', '3']","['2', '5', '7', '3', '0']","[None, None, None, None, None]","[None, None, None, None, None]"
Champions Tour 2024: China Stage 1,Bilibili Gaming,TYLOO,2024-04-05 05:00:00,Bo3,TYL ban Sunset; BLG ban Ascent; TYL pick Bind; BLG pick Icebox; TYL ban Breeze; BLG ban Split; Lotus remains,"['Bind: 3-13', ' Icebox: 13-6', ' Lotus: 13-6']","['0', '6', '7']","['3', '7', '6']","[None, None, None]","['4', '1', '5']","['9', '5', '1']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,Wolves Esports,Titan Esports Club,2024-04-05 08:10:00,Bo3,TEC ban Ascent; WOL ban Sunset; TEC pick Split; WOL pick Bind; TEC ban Icebox; WOL ban Breeze; Lotus remains,"['Split: 13-5', ' Bind: 12-14', ' Lotus: 10-13']","['3', '8', '4']","['10', '4', '6']","[None, '0', None]","['3', '4', '7']","['2', '8', '6']","[None, '2', None]","[None, None, None]"
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,All Gamers,2024-04-06 05:00:00,Bo3,AG ban Ascent; DRG ban Lotus; AG pick Icebox; DRG pick Sunset; AG ban Bind; DRG ban Split; Breeze remains,"['Icebox: 13-11', ' Sunset: 11-13', ' Breeze: 8-13']","['5', '5', '2']","['8', '6', '6']","[None, None, None]","['7', '7', '7']","['4', '6', '6']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,EDward Gaming,JDG Esports,2024-04-06 08:45:00,Bo3,JDG ban Breeze; EDG ban Lotus; JDG pick Ascent; EDG pick Bind; JDG ban Sunset; EDG ban Icebox; Split remains,"['Ascent: 13-5', ' Bind: 9-13', ' Split: 13-11']","['7', '4', '8']","['6', '5', '5']","[None, None, None]","['5', '8', '4']","['0', '5', '7']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,Nova Esports,Trace Esports,2024-04-07 05:00:00,Bo3,TE ban Icebox; NOVA ban Breeze; TE pick Lotus; NOVA pick Ascent; TE ban Bind; NOVA ban Split; Sunset remains,"['Lotus: 5-13', ' Ascent: 9-13']","['5', '6']","['0', '3']","[None, None]","['7', '6']","['6', '7']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,FunPlus Phoenix,Wolves Esports,2024-04-07 07:15:00,Bo3,WOL ban Sunset; FPX ban Split; WOL pick Ascent; FPX pick Lotus; WOL ban Breeze; FPX ban Bind; Icebox remains,"['Ascent: 13-8', ' Lotus: 13-7']","['6', '5']","['7', '8']","[None, None]","['3', '3']","['5', '4']","[None, None]","[None, None]"
Champions Tour 2024: China Stage 1,JDG Esports,Nova Esports,2024-04-12 05:00:00,Bo3,NOVA ban Icebox; JDG ban Breeze; NOVA pick Sunset; JDG pick Bind; NOVA ban Lotus; JDG ban Split; Ascent remains,"['Sunset: 13-8', ' Bind: 9-13', ' Ascent: 4-13']","['7', '5', '2']","['6', '4', '2']","[None, None, None]","['2', '7', '10']","['6', '6', '3']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,FunPlus Phoenix,Dragon Ranger Gaming,2024-04-12 08:15:00,Bo3,FPX ban Split; DRG ban Lotus; FPX pick Breeze; DRG pick Icebox; FPX ban Bind; DRG ban Ascent; Sunset remains,"['Breeze: 13-11', ' Icebox: 9-13', ' Sunset: 13-3']","['5', '6', '11']","['8', '3', '2']","[None, None, None]","['7', '4', '1']","['4', '9', '2']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,All Gamers,Wolves Esports,2024-04-13 05:00:00,Bo3,AG ban Ascent; WOL ban Sunset; AG pick Breeze; WOL pick Icebox; AG ban Lotus; WOL ban Bind; Split remains,"['Breeze: 9-13', ' Icebox: 12-14']","['5', '9']","['4', '3']","[None, '0']","['7', '3']","['6', '9']","[None, '2']","[None, None]"
Champions Tour 2024: China Stage 1,Trace Esports,Bilibili Gaming,2024-04-13 07:45:00,Bo3,TE ban Icebox; BLG ban Ascent; TE pick Split; BLG pick Breeze; TE ban Lotus; BLG ban Sunset; Bind remains,"['Split: 11-13', ' Breeze: 13-7', ' Bind: 13-7']","['4', '9', '6']","['7', '4', '7']","[None, None, None]","['8', '3', '2']","['5', '4', '5']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Stage 1,Dragon Ranger Gaming,Titan Esports Club,2024-04-14 05:00:00,Bo3,TEC ban Ascent; DRG ban Lotus; TEC pick Breeze; DRG pick Split; TEC ban Bind; DRG ban Sunset; Icebox remains,"['Breeze: 4-13', ' Split: 13-7', ' Icebox: 13-5']","['3', '7', '11']","['1', '6', '2']","[None, None, None]","['9', '5', '1']","['4', '2', '4']","[None, None, None]","[None, None, None]"
